run_id,Time Elapsed/s,3DBall.Environment.CumulativeReward.mean,batch_size,learning_rate,CPU Model,Operating System,GPU Model,buffer_size,beta,epsilon,lambd,num_epoch,shared_critic,learning_rate_schedule,beta_schedule,epsilon_schedule,timestamp,CPU Cores,CPU Frequency,Total RAM,DRL Algorithm Used,lambda,normalize,hidden_units,num_layers,gamma,max_steps,time_horizon
run_batch_size14_buffer_size21700_learning_rate0.0003_beta0.0014_epsilon0.25,41.0,1.508913,14,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0014,0.25,,3,,,,,2025-12-06T14:18:12Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0003_beta0.0014_epsilon0.3,41.0,1.444374,14,0.0003,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0014,0.3,,3,,,,,2025-12-06T14:18:56Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.001_epsilon0.1,41.0,1.25451,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.001,0.1,,3,,,,,2025-12-06T14:19:41Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.001_epsilon0.15,42.0,1.343177,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.001,0.15,,3,,,,,2025-12-06T14:20:25Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.001_epsilon0.2,42.0,1.471795,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.001,0.2,,3,,,,,2025-12-06T14:21:10Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.001_epsilon0.25,41.0,1.420842,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.001,0.25,,3,,,,,2025-12-06T14:21:55Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.001_epsilon0.3,41.0,1.421429,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.001,0.3,,3,,,,,2025-12-06T14:22:40Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0011_epsilon0.1,41.0,1.210405,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0011,0.1,,3,,,,,2025-12-06T14:23:25Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0011_epsilon0.15,42.0,1.27002,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0011,0.15,,3,,,,,2025-12-06T14:24:09Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0011_epsilon0.2,41.0,1.623356,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0011,0.2,,3,,,,,2025-12-06T14:24:54Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0011_epsilon0.25,41.0,1.256189,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0011,0.25,,3,,,,,2025-12-06T14:25:39Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0011_epsilon0.3,41.0,1.592809,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0011,0.3,,3,,,,,2025-12-06T14:26:24Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0012_epsilon0.1,41.0,1.297,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0012,0.1,,3,,,,,2025-12-06T14:27:09Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0012_epsilon0.15,42.0,1.392723,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0012,0.15,,3,,,,,2025-12-06T14:27:53Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0012_epsilon0.2,41.0,1.389648,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0012,0.2,,3,,,,,2025-12-06T14:28:38Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0012_epsilon0.25,41.0,1.650801,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0012,0.25,,3,,,,,2025-12-06T14:29:23Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0012_epsilon0.3,41.0,1.611086,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0012,0.3,,3,,,,,2025-12-06T14:30:07Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0013_epsilon0.1,41.0,1.328138,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0013,0.1,,3,,,,,2025-12-06T14:30:52Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0013_epsilon0.15,40.0,1.497835,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0013,0.15,,3,,,,,2025-12-06T14:31:37Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0013_epsilon0.2,41.0,1.510893,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0013,0.2,,3,,,,,2025-12-06T14:32:21Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0013_epsilon0.25,41.0,1.514815,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0013,0.25,,3,,,,,2025-12-06T14:33:06Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0013_epsilon0.3,41.0,1.595506,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0013,0.3,,3,,,,,2025-12-06T14:33:50Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0014_epsilon0.1,41.0,1.334686,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0014,0.1,,3,,,,,2025-12-06T14:34:35Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0014_epsilon0.15,41.0,1.468094,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0014,0.15,,3,,,,,2025-12-06T14:35:20Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0014_epsilon0.2,41.0,1.488985,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0014,0.2,,3,,,,,2025-12-06T14:36:04Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0014_epsilon0.25,41.0,1.448298,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0014,0.25,,3,,,,,2025-12-06T14:36:49Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0004_beta0.0014_epsilon0.3,42.0,1.603153,14,0.0004,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0014,0.3,,3,,,,,2025-12-06T14:37:33Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.001_epsilon0.1,41.0,1.338618,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.001,0.1,,3,,,,,2025-12-06T14:38:18Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.001_epsilon0.15,41.0,1.324899,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.001,0.15,,3,,,,,2025-12-06T14:39:03Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.001_epsilon0.2,41.0,1.375258,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.001,0.2,,3,,,,,2025-12-06T14:39:47Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.001_epsilon0.25,41.0,1.511956,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.001,0.25,,3,,,,,2025-12-06T14:40:32Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.001_epsilon0.3,40.0,1.633181,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.001,0.3,,3,,,,,2025-12-06T14:41:17Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0011_epsilon0.1,41.0,1.221083,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0011,0.1,,3,,,,,2025-12-06T14:42:01Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0011_epsilon0.15,41.0,1.398125,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0011,0.15,,3,,,,,2025-12-06T14:42:46Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0011_epsilon0.2,41.0,1.505652,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0011,0.2,,3,,,,,2025-12-06T14:43:30Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0011_epsilon0.25,41.0,1.531798,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0011,0.25,,3,,,,,2025-12-06T14:44:15Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0011_epsilon0.3,41.0,1.317907,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0011,0.3,,3,,,,,2025-12-06T14:45:00Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0012_epsilon0.1,41.0,1.408142,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0012,0.1,,3,,,,,2025-12-06T14:45:44Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0012_epsilon0.15,41.0,1.388382,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0012,0.15,,3,,,,,2025-12-06T14:46:29Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0012_epsilon0.2,40.0,1.678704,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0012,0.2,,3,,,,,2025-12-06T14:47:14Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0012_epsilon0.25,41.0,1.580357,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0012,0.25,,3,,,,,2025-12-06T14:47:58Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0012_epsilon0.3,41.0,1.443432,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0012,0.3,,3,,,,,2025-12-06T14:48:43Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0013_epsilon0.1,41.0,1.185524,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0013,0.1,,3,,,,,2025-12-06T14:49:27Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0013_epsilon0.15,41.0,1.330567,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0013,0.15,,3,,,,,2025-12-06T14:50:12Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0013_epsilon0.2,41.0,1.252849,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0013,0.2,,3,,,,,2025-12-06T14:50:57Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0013_epsilon0.25,41.0,1.615646,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0013,0.25,,3,,,,,2025-12-06T14:51:41Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0013_epsilon0.3,41.0,1.596413,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0013,0.3,,3,,,,,2025-12-06T14:52:26Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0014_epsilon0.1,41.0,1.425527,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0014,0.1,,3,,,,,2025-12-06T14:53:10Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0014_epsilon0.15,41.0,1.305611,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0014,0.15,,3,,,,,2025-12-06T14:53:55Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0014_epsilon0.2,41.0,1.576116,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0014,0.2,,3,,,,,2025-12-06T14:54:40Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0014_epsilon0.25,41.0,1.619231,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0014,0.25,,3,,,,,2025-12-06T14:55:24Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size14_buffer_size21700_learning_rate0.0005_beta0.0014_epsilon0.3,41.0,1.783654,14,0.0005,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,21700,0.0014,0.3,,3,,,,,2025-12-06T14:56:09Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.001_epsilon0.1,34.0,38.510005,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.1,,3,,,,,2025-12-06T14:56:53Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.001_epsilon0.15,33.0,76.126679,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.15,,3,,,,,2025-12-06T14:57:31Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.001_epsilon0.2,34.0,46.854174,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.2,,3,,,,,2025-12-06T14:58:08Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.001_epsilon0.25,34.0,43.552006,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.25,,3,,,,,2025-12-06T14:58:45Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.001_epsilon0.3,34.0,42.670377,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.001,0.3,,3,,,,,2025-12-06T14:59:23Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0011_epsilon0.1,33.0,48.479174,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.1,,3,,,,,2025-12-06T15:00:00Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0011_epsilon0.15,34.0,35.662505,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.15,,3,,,,,2025-12-06T15:00:37Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0011_epsilon0.2,35.0,55.276199,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.2,,3,,,,,2025-12-06T15:01:14Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0011_epsilon0.25,35.0,78.860012,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.25,,3,,,,,2025-12-06T15:01:52Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0011_epsilon0.3,35.0,69.394128,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0011,0.3,,3,,,,,2025-12-06T15:02:30Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0012_epsilon0.1,34.0,32.313894,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.1,,3,,,,,2025-12-06T15:03:08Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0012_epsilon0.15,34.0,29.337504,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.15,,3,,,,,2025-12-06T15:03:46Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0012_epsilon0.2,34.0,16.01765,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.2,,3,,,,,2025-12-06T15:04:23Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0012_epsilon0.25,34.0,46.684007,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.25,,3,,,,,2025-12-06T15:05:01Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0012_epsilon0.3,34.0,85.39287,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0012,0.3,,3,,,,,2025-12-06T15:05:39Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
run_batch_size27_buffer_size100_learning_rate0.0001_beta0.0013_epsilon0.1,34.0,22.756004,27,0.0001,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",Windows 10,NVIDIA GeForce RTX 2070 SUPER,100,0.0013,0.1,,3,,,,,2025-12-06T15:06:16Z,8.0,4201.00 MHz,15.14 GB,PPO,0.99,True,128.0,1.0,0.99,500000.0,1000.0
