run_id,timestamp,cpu_model,cpu_cores,cpu_frequency,total_ram,gpu_model,operating_system,drl_algorithm,batch_size,buffer_size,learning_rate,beta,epsilon,lambda,num_epoch,normalize,hidden_units,num_layers,gamma,max_steps,time_horizon,cumulative_reward_mean,time_elapased_seconds
omar-run110,2026-01-05T20:44:23Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,4096,0.001,0.0001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,319.0
omar-run111,2026-01-05T20:49:46Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,4096,0.001,0.0001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,320.0
omar-run112,2026-01-05T20:55:10Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,4096,0.001,0.0001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,322.0
omar-run113,2026-01-05T21:00:37Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,4096,0.001,0.001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,323.0
omar-run114,2026-01-05T21:06:04Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,4096,0.001,0.001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,324.0
omar-run115,2026-01-05T21:11:32Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,4096,0.001,0.001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,321.0
omar-run116,2026-01-05T21:16:57Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,4096,0.001,0.001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,321.0
omar-run117,2026-01-05T21:22:22Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,4096,0.001,0.001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,322.0
omar-run118,2026-01-05T21:27:48Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,5e-05,0.0001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,330.0
omar-run119,2026-01-05T21:33:22Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,5e-05,0.0001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,330.0
omar-run120,2026-01-05T21:39:00Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,5e-05,0.0001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,328.0
omar-run121,2026-01-05T21:44:32Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,5e-05,0.0001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,325.0
omar-run122,2026-01-05T21:50:01Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,5e-05,0.0001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,322.0
omar-run123,2026-01-05T21:55:27Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,5e-05,0.001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,330.0
omar-run124,2026-01-05T22:01:01Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,5e-05,0.001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,334.0
omar-run125,2026-01-05T22:06:39Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,5e-05,0.001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,330.0
omar-run126,2026-01-05T22:12:13Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,5e-05,0.001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,365.0
omar-run127,2026-01-05T22:18:22Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,5e-05,0.001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,365.0
omar-run128,2026-01-05T22:24:31Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0001,0.0001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,367.0
omar-run129,2026-01-05T22:30:43Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0001,0.0001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,351.0
omar-run130,2026-01-05T22:36:38Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0001,0.0001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,323.0
omar-run131,2026-01-05T22:42:05Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0001,0.0001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,324.0
omar-run132,2026-01-05T22:47:33Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0001,0.0001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,322.0
omar-run133,2026-01-05T22:53:00Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0001,0.001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,326.0
omar-run134,2026-01-05T22:58:30Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0001,0.001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,324.0
omar-run135,2026-01-05T23:03:58Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0001,0.001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,325.0
omar-run136,2026-01-05T23:09:27Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0001,0.001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,324.0
omar-run137,2026-01-05T23:14:59Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0001,0.001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,370.0
omar-run138,2026-01-05T23:21:14Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0003,0.0001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,378.0
omar-run139,2026-01-05T23:27:36Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0003,0.0001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,378.0
omar-run140,2026-01-05T23:33:59Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0003,0.0001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,372.0
omar-run141,2026-01-05T23:40:16Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0003,0.0001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,372.0
omar-run142,2026-01-05T23:46:33Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0003,0.0001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,373.0
omar-run143,2026-01-05T23:52:51Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0003,0.001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,378.0
omar-run144,2026-01-05T23:59:13Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0003,0.001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,378.0
omar-run145,2026-01-06T00:05:35Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0003,0.001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,374.0
omar-run146,2026-01-06T00:11:54Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0003,0.001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,375.0
omar-run147,2026-01-06T00:18:14Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.0003,0.001,0.4,0.99,3,True,128,1,0.99,500000,1000,80.520012,375.0
omar-run148,2026-01-06T00:24:34Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.001,0.0001,0.05,0.99,3,True,128,1,0.99,500000,1000,95.500015,377.0
omar-run149,2026-01-06T00:30:56Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.001,0.0001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,379.0
omar-run150,2026-01-06T00:37:19Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.001,0.0001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,372.0
omar-run151,2026-01-06T00:43:36Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.001,0.0001,0.3,0.99,3,True,128,1,0.99,500000,1000,92.600014,372.0
omar-run152,2026-01-06T00:49:53Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.001,0.0001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,373.0
omar-run153,2026-01-06T00:56:10Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.001,0.001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,379.0
omar-run154,2026-01-06T01:02:34Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.001,0.001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,378.0
omar-run155,2026-01-06T01:08:57Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.001,0.001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,374.0
omar-run156,2026-01-06T01:15:16Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.001,0.001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,373.0
omar-run157,2026-01-06T01:21:34Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,8192,0.001,0.001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,374.0
omar-run158,2026-01-06T01:27:52Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,5e-05,0.0001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,396.0
omar-run159,2026-01-06T01:34:33Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,5e-05,0.0001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,379.0
omar-run160,2026-01-06T01:40:57Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,5e-05,0.0001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,376.0
omar-run161,2026-01-06T01:47:18Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,5e-05,0.0001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,374.0
omar-run162,2026-01-06T01:53:37Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,5e-05,0.0001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,374.0
omar-run163,2026-01-06T01:59:55Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,5e-05,0.001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,396.0
omar-run164,2026-01-06T02:06:36Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,5e-05,0.001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,383.0
omar-run165,2026-01-06T02:13:03Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,5e-05,0.001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,377.0
omar-run166,2026-01-06T02:19:24Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,5e-05,0.001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,375.0
omar-run167,2026-01-06T02:25:44Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,5e-05,0.001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,373.0
omar-run168,2026-01-06T02:32:02Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0001,0.0001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,394.0
omar-run169,2026-01-06T02:38:41Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0001,0.0001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,381.0
omar-run170,2026-01-06T02:45:07Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0001,0.0001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,375.0
omar-run171,2026-01-06T02:51:26Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0001,0.0001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,376.0
omar-run172,2026-01-06T02:57:47Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0001,0.0001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,374.0
omar-run173,2026-01-06T03:04:06Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0001,0.001,0.05,0.99,3,True,128,1,0.99,500000,1000,95.450015,395.0
omar-run174,2026-01-06T03:10:46Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0001,0.001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,380.0
omar-run175,2026-01-06T03:17:10Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0001,0.001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,378.0
omar-run176,2026-01-06T03:23:33Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0001,0.001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,376.0
omar-run177,2026-01-06T03:29:54Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0001,0.001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,374.0
omar-run178,2026-01-06T03:36:12Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0003,0.0001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,394.0
omar-run179,2026-01-06T03:42:50Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0003,0.0001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,381.0
omar-run180,2026-01-06T03:49:15Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0003,0.0001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,377.0
omar-run181,2026-01-06T03:55:36Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0003,0.0001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,375.0
omar-run182,2026-01-06T04:01:56Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0003,0.0001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,374.0
omar-run183,2026-01-06T04:08:15Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0003,0.001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,389.0
omar-run184,2026-01-06T04:14:49Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0003,0.001,0.1,0.99,3,True,128,1,0.99,500000,1000,92.669246,380.0
omar-run185,2026-01-06T04:21:14Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0003,0.001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,375.0
omar-run186,2026-01-06T04:27:34Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0003,0.001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,375.0
omar-run187,2026-01-06T04:33:54Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.0003,0.001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,373.0
omar-run188,2026-01-06T04:40:11Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.001,0.0001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,385.0
omar-run189,2026-01-06T04:46:41Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.001,0.0001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,379.0
omar-run190,2026-01-06T04:53:05Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.001,0.0001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,376.0
omar-run191,2026-01-06T04:59:25Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.001,0.0001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,376.0
omar-run192,2026-01-06T05:05:45Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.001,0.0001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,372.0
omar-run193,2026-01-06T05:12:02Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.001,0.001,0.05,0.99,3,True,128,1,0.99,500000,1000,100.000015,391.0
omar-run194,2026-01-06T05:18:38Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.001,0.001,0.1,0.99,3,True,128,1,0.99,500000,1000,100.000015,381.0
omar-run195,2026-01-06T05:25:04Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.001,0.001,0.2,0.99,3,True,128,1,0.99,500000,1000,100.000015,373.0
omar-run196,2026-01-06T05:31:21Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.001,0.001,0.3,0.99,3,True,128,1,0.99,500000,1000,100.000015,373.0
omar-run197,2026-01-06T05:37:39Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,16384,0.001,0.001,0.4,0.99,3,True,128,1,0.99,500000,1000,100.000015,374.0
omar-run198,2026-01-06T05:43:58Z,"Intel64 Family 6 Model 186 Stepping 2, GenuineIntel",20,2600.00 MHz,31.64 GB,NVIDIA GeForce RTX 4060 Laptop GPU,Windows 11,PPO,16,32768,5e-05,0.0001,0.05,0.99,3,True,128,1,0.99,500000,1000,13.097649,405.0
